2025-04-03 14:20:33,423 INFO o.a.j.u.JMeterUtils: Setting Locale to fr_FR
2025-04-03 14:20:33,451 INFO o.a.j.u.JMeterUtils: Could not find resources for 'fr_FR', using 'fr'
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: Loading system properties from: system.properties
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: Copyright (c) 1998-2024 The Apache Software Foundation
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: Version 5.6.3
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: java.version=21.0.6
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: java.vm.name=OpenJDK 64-Bit Server VM
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: os.name=Windows 11
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: os.arch=amd64
2025-04-03 14:20:33,451 INFO o.a.j.JMeter: os.version=10.0
2025-04-03 14:20:33,461 INFO o.a.j.JMeter: file.encoding=UTF-8
2025-04-03 14:20:33,461 INFO o.a.j.JMeter: java.awt.headless=null
2025-04-03 14:20:33,461 INFO o.a.j.JMeter: Max memory     =536870912
2025-04-03 14:20:33,461 INFO o.a.j.JMeter: Available Processors =12
2025-04-03 14:20:33,467 INFO o.a.j.JMeter: Default Locale=français (France)
2025-04-03 14:20:33,467 INFO o.a.j.JMeter: JMeter  Locale=français (France)
2025-04-03 14:20:33,467 INFO o.a.j.JMeter: JMeterHome=C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter
2025-04-03 14:20:33,467 INFO o.a.j.JMeter: user.dir  =C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\bin
2025-04-03 14:20:33,469 INFO o.a.j.JMeter: PWD       =C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\bin
2025-04-03 14:20:33,483 INFO o.a.j.JMeter: IP: 192.168.1.112 Name: DESKTOP-1D1ORTK FullName: DESKTOP-1D1ORTK.lan
2025-04-03 14:20:33,498 INFO o.a.j.JMeter: Loaded icon properties from org/apache/jmeter/images/icon.properties
2025-04-03 14:20:33,657 INFO o.a.j.JMeterGuiLauncher: Setting LAF to: com.github.weisj.darklaf.DarkLaf:com.github.weisj.darklaf.theme.DarculaTheme
2025-04-03 14:20:34,309 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\jmeter-plugins-webdriver-4.13.0.2.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,325 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_ftp-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,337 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_java-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,341 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_tcp-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,341 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_http-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,404 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_core-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,485 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_jdbc-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,485 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_ldap-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,500 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_native-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,500 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_functions-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
2025-04-03 14:20:34,523 INFO o.a.j.r.ClassFinder: Will scan jar C:\Users\User\Documents\maven-jemetre\demo\target\f662db50-15e1-4cf4-8505-de9417c62346\jmeter\lib\ext\ApacheJMeter_jms-5.5.jar with filter ExtendsClassFilter [parents=[interface org.apache.jmeter.gui.action.Command], inner=false, contains=null, notContains=null]. Consider exposing JMeter plugins via META-INF/services, and add JMeter-Skip-Class-Scanning=true manifest attribute so JMeter can skip classfile scanning
